usage_id,workspace_id,usage_date,active_users,projects_run,api_calls,storage_gb,alerts_sent,is_weekend,usage_week,weekday_num
UD11436,W2095,2025-06-06,5,20,1363,12.4,3,false,2025-06-02,5
UD11437,W2095,2025-06-07,3,7,490,11.8,1,true,2025-06-02,6
UD11438,W2095,2025-06-08,3,8,388,13.0,2,true,2025-06-02,0
UD11439,W2095,2025-06-09,4,13,664,12.2,3,false,2025-06-09,1
UD11440,W2095,2025-06-10,4,16,1107,13.3,4,false,2025-06-09,2
UD11441,W2095,2025-06-11,2,9,591,13.7,2,false,2025-06-09,3
UD11442,W2095,2025-06-12,4,18,941,13.4,4,false,2025-06-09,4
UD11443,W2095,2025-06-13,5,20,1453,13.4,5,false,2025-06-09,5
UD11444,W2095,2025-06-14,2,5,374,12.5,1,true,2025-06-09,6
UD11445,W2095,2025-06-15,3,8,442,13.3,1,true,2025-06-09,0
UD11446,W2095,2025-06-16,3,12,813,13.1,3,false,2025-06-16,1
UD11447,W2095,2025-06-17,4,17,1248,14.5,5,false,2025-06-16,2
UD11448,W2095,2025-06-18,5,24,1722,15.0,4,false,2025-06-16,3
UD11449,W2095,2025-06-19,4,19,1201,13.4,4,false,2025-06-16,4
UD11450,W2095,2025-06-20,3,15,1058,13.9,2,false,2025-06-16,5
UD11451,W2095,2025-06-21,3,7,487,15.2,2,true,2025-06-16,6
UD11452,W2095,2025-06-22,2,6,329,14.2,1,true,2025-06-16,0
UD11453,W2095,2025-06-23,5,22,1322,14.2,5,false,2025-06-23,1
UD11454,W2095,2025-06-24,3,13,578,15.3,2,false,2025-06-23,2
UD11455,W2095,2025-06-25,3,16,850,16.7,2,false,2025-06-23,3
UD11456,W2095,2025-06-26,5,17,1305,16.4,4,false,2025-06-23,4
UD11457,W2095,2025-06-27,4,19,976,16.4,4,false,2025-06-23,5
UD11458,W2095,2025-06-28,3,8,531,15.9,1,true,2025-06-23,6
UD11459,W2095,2025-06-29,2,5,346,14.3,1,true,2025-06-23,0
UD11460,W2095,2025-06-30,2,9,669,16.3,1,false,2025-06-30,1
UD11461,W2096,2025-06-01,2,9,436,33.9,2,true,2025-05-26,0
UD11462,W2096,2025-06-02,2,17,885,33.0,4,false,2025-06-02,1
UD11463,W2096,2025-06-03,4,29,2086,33.1,6,false,2025-06-02,2
UD11464,W2096,2025-06-04,4,29,1974,34.0,6,false,2025-06-02,3
UD11465,W2096,2025-06-05,3,21,1142,33.9,6,false,2025-06-02,4
UD11466,W2096,2025-06-06,4,23,1389,33.8,6,false,2025-06-02,5
UD11467,W2096,2025-06-07,1,8,351,33.7,1,true,2025-06-02,6
UD11468,W2096,2025-06-08,1,8,494,34.5,2,true,2025-06-02,0
UD11469,W2096,2025-06-09,4,24,1411,34.5,7,false,2025-06-09,1
UD11470,W2096,2025-06-10,3,25,1301,34.4,7,false,2025-06-09,2
UD11471,W2096,2025-06-11,3,25,1223,34.7,7,false,2025-06-09,3
UD11472,W2096,2025-06-12,2,20,1468,35.4,5,false,2025-06-09,4
UD11473,W2096,2025-06-13,1,14,839,34.5,3,false,2025-06-09,5
UD11474,W2096,2025-06-14,1,8,385,34.6,2,true,2025-06-09,6
UD11475,W2096,2025-06-15,1,8,552,35.7,2,true,2025-06-09,0
UD11476,W2096,2025-06-16,2,18,1134,35.8,2,false,2025-06-16,1
UD11477,W2096,2025-06-17,2,20,1079,36.2,3,false,2025-06-16,2
UD11478,W2096,2025-06-18,4,30,2046,34.6,7,false,2025-06-16,3
UD11479,W2096,2025-06-19,3,23,1686,34.4,5,false,2025-06-16,4
UD11480,W2096,2025-06-20,3,23,1135,35.4,6,false,2025-06-16,5
UD11481,W2096,2025-06-21,1,8,502,36.7,2,true,2025-06-16,6
UD11482,W2096,2025-06-22,2,9,479,37.0,1,true,2025-06-16,0
UD11483,W2096,2025-06-23,1,15,664,35.3,2,false,2025-06-23,1
UD11484,W2096,2025-06-24,3,21,1501,37.0,6,false,2025-06-23,2
UD11485,W2096,2025-06-25,2,19,1329,36.7,3,false,2025-06-23,3
UD11486,W2096,2025-06-26,2,17,941,37.2,3,false,2025-06-23,4
UD11487,W2096,2025-06-27,1,14,816,36.8,2,false,2025-06-23,5
UD11488,W2096,2025-06-28,1,8,516,36.8,2,true,2025-06-23,6
UD11489,W2096,2025-06-29,1,8,402,37.8,2,true,2025-06-23,0
UD11490,W2096,2025-06-30,2,17,1198,39.5,5,false,2025-06-30,1
UD11491,W2097,2025-06-01,1,8,394,45.6,1,true,2025-05-26,0
UD11492,W2097,2025-06-02,2,17,1206,45.5,4,false,2025-06-02,1
UD11493,W2097,2025-06-03,1,15,608,46.1,3,false,2025-06-02,2
UD11494,W2097,2025-06-04,2,18,1000,45.7,3,false,2025-06-02,3
UD11495,W2097,2025-06-05,1,15,928,45.6,3,false,2025-06-02,4
UD11496,W2097,2025-06-06,2,19,1228,45.6,5,false,2025-06-02,5
UD11497,W2097,2025-06-07,1,8,401,46.9,1,true,2025-06-02,6
UD11498,W2097,2025-06-08,1,8,548,46.1,2,true,2025-06-02,0
UD11499,W2097,2025-06-09,2,19,1175,45.8,5,false,2025-06-09,1
UD11500,W2097,2025-06-10,1,17,749,47.2,3,false,2025-06-09,2
UD11501,W2097,2025-06-11,2,18,888,46.2,4,false,2025-06-09,3
UD11502,W2097,2025-06-12,1,14,619,46.9,3,false,2025-06-09,4
UD11503,W2097,2025-06-13,1,14,938,47.8,2,false,2025-06-09,5
UD11504,W2097,2025-06-14,1,8,341,46.9,1,true,2025-06-09,6
UD11505,W2097,2025-06-15,1,8,489,47.8,2,true,2025-06-09,0
UD11506,W2097,2025-06-16,2,19,1392,47.2,3,false,2025-06-16,1
UD11507,W2097,2025-06-17,1,16,1089,46.9,3,false,2025-06-16,2
UD11508,W2097,2025-06-18,2,19,1321,47.5,5,false,2025-06-16,3
UD11509,W2097,2025-06-19,2,18,1099,47.8,4,false,2025-06-16,4
UD11510,W2097,2025-06-20,2,16,1014,47.4,2,false,2025-06-16,5
UD11511,W2097,2025-06-21,1,8,585,47.2,1,true,2025-06-16,6
UD11512,W2097,2025-06-22,1,8,446,47.3,2,true,2025-06-16,0
UD11513,W2097,2025-06-23,1,14,995,48.6,4,false,2025-06-23,1
UD11514,W2097,2025-06-24,2,19,795,48.3,4,false,2025-06-23,2
UD11515,W2097,2025-06-25,1,15,1067,47.7,2,false,2025-06-23,3
UD11516,W2097,2025-06-26,1,15,719,50.0,4,false,2025-06-23,4
UD11517,W2097,2025-06-27,1,14,675,48.7,2,false,2025-06-23,5
UD11518,W2097,2025-06-28,2,10,454,48.4,1,true,2025-06-23,6
UD11519,W2097,2025-06-29,2,9,474,49.9,2,true,2025-06-23,0
UD11520,W2097,2025-06-30,1,15,843,49.2,4,false,2025-06-30,1
UD11521,W2098,2025-06-01,2,9,575,64.9,2,true,2025-05-26,0
UD11522,W2098,2025-06-02,3,23,1210,64.6,6,false,2025-06-02,1
UD11523,W2098,2025-06-03,3,22,1564,64.8,3,false,2025-06-02,2
UD11524,W2098,2025-06-04,5,26,1209,65.3,7,false,2025-06-02,3
UD11525,W2098,2025-06-05,3,19,938,64.4,3,false,2025-06-02,4
UD11526,W2098,2025-06-06,5,28,1527,64.7,5,false,2025-06-02,5
UD11527,W2098,2025-06-07,3,11,844,65.3,2,true,2025-06-02,6
UD11528,W2098,2025-06-08,2,10,630,65.0,3,true,2025-06-02,0
UD11529,W2098,2025-06-09,4,22,1150,65.5,3,false,2025-06-09,1
UD11530,W2098,2025-06-10,5,26,1652,66.4,5,false,2025-06-09,2
UD11531,W2098,2025-06-11,3,24,1423,65.0,6,false,2025-06-09,3
UD11532,W2098,2025-06-12,4,27,1281,66.9,6,false,2025-06-09,4
UD11533,W2098,2025-06-13,3,23,959,66.4,6,false,2025-06-09,5
UD11534,W2098,2025-06-14,2,9,639,66.7,1,true,2025-06-09,6
UD11535,W2098,2025-06-15,3,10,633,65.8,2,true,2025-06-09,0
UD11536,W2098,2025-06-16,4,24,1474,65.1,6,false,2025-06-16,1
UD11537,W2098,2025-06-17,4,29,1289,67.4,8,false,2025-06-16,2
UD11538,W2098,2025-06-18,4,25,1122,67.0,7,false,2025-06-16,3
UD11539,W2098,2025-06-19,3,23,1514,67.0,6,false,2025-06-16,4
UD11540,W2098,2025-06-20,5,26,1284,67.5,5,false,2025-06-16,5
UD11541,W2098,2025-06-21,2,9,553,66.2,1,true,2025-06-16,6
UD11542,W2098,2025-06-22,1,8,370,68.2,2,true,2025-06-16,0
UD11543,W2098,2025-06-23,5,26,1964,66.0,7,false,2025-06-23,1
UD11544,W2098,2025-06-24,4,24,1428,67.9,5,false,2025-06-23,2
UD11545,W2098,2025-06-25,5,30,1936,67.0,5,false,2025-06-23,3
UD11546,W2098,2025-06-26,5,24,1490,68.2,3,false,2025-06-23,4
UD11547,W2098,2025-06-27,3,19,1402,69.0,3,false,2025-06-23,5
UD11548,W2098,2025-06-28,4,12,721,69.2,2,true,2025-06-23,6
UD11549,W2098,2025-06-29,2,10,719,70.5,1,true,2025-06-23,0
UD11550,W2098,2025-06-30,5,24,1468,68.8,6,false,2025-06-30,1
UD11551,W2099,2025-06-01,2,9,632,58.7,1,true,2025-05-26,0
UD11552,W2099,2025-06-02,3,22,1629,59.5,5,false,2025-06-02,1
UD11553,W2099,2025-06-03,4,30,1319,59.4,5,false,2025-06-02,2
UD11554,W2099,2025-06-04,3,24,1349,59.1,6,false,2025-06-02,3
UD11555,W2099,2025-06-05,5,25,1135,59.8,3,false,2025-06-02,4
UD11556,W2099,2025-06-06,3,19,1109,60.1,3,false,2025-06-02,5
UD11557,W2099,2025-06-07,4,14,1078,59.9,3,true,2025-06-02,6
UD11558,W2099,2025-06-08,2,10,439,60.2,2,true,2025-06-02,0
UD11559,W2099,2025-06-09,5,24,1370,59.9,4,false,2025-06-09,1
UD11560,W2099,2025-06-10,4,25,1543,60.5,6,false,2025-06-09,2
UD11561,W2099,2025-06-11,3,24,1772,60.4,3,false,2025-06-09,3
UD11562,W2099,2025-06-12,4,26,1362,61.3,6,false,2025-06-09,4
UD11563,W2099,2025-06-13,5,23,1493,60.4,3,false,2025-06-09,5
UD11564,W2099,2025-06-14,2,10,693,61.2,2,true,2025-06-09,6
UD11565,W2099,2025-06-15,2,10,608,60.6,3,true,2025-06-09,0
UD11566,W2099,2025-06-16,3,20,1232,60.3,3,false,2025-06-16,1
UD11567,W2099,2025-06-17,4,29,2079,61.4,5,false,2025-06-16,2
UD11568,W2099,2025-06-18,5,32,1718,61.9,7,false,2025-06-16,3
UD11569,W2099,2025-06-19,3,22,1219,60.1,4,false,2025-06-16,4
UD11570,W2099,2025-06-20,5,29,1452,61.7,4,false,2025-06-16,5
UD11571,W2099,2025-06-21,3,10,741,62.2,3,true,2025-06-16,6
UD11572,W2099,2025-06-22,3,10,680,61.6,2,true,2025-06-16,0
UD11573,W2099,2025-06-23,4,26,1324,61.9,6,false,2025-06-23,1
UD11574,W2099,2025-06-24,3,21,1406,61.1,3,false,2025-06-23,2
UD11575,W2099,2025-06-25,4,29,1755,61.7,5,false,2025-06-23,3
UD11576,W2099,2025-06-26,4,21,968,63.0,5,false,2025-06-23,4
UD11577,W2099,2025-06-27,4,21,975,61.7,4,false,2025-06-23,5
UD11578,W2099,2025-06-28,1,8,431,61.4,1,true,2025-06-23,6
UD11579,W2099,2025-06-29,2,9,417,63.2,2,true,2025-06-23,0
UD11580,W2099,2025-06-30,5,25,1658,62.9,7,false,2025-06-30,1
UD11581,W2100,2025-06-01,1,4,226,12.8,1,true,2025-05-26,0
UD11582,W2100,2025-06-02,4,20,1188,12.1,2,false,2025-06-02,1
UD11583,W2100,2025-06-03,2,12,614,12.3,2,false,2025-06-02,2
UD11584,W2100,2025-06-04,3,16,1098,12.2,2,false,2025-06-02,3
UD11585,W2100,2025-06-05,1,8,439,12.6,2,false,2025-06-02,4
UD11586,W2100,2025-06-06,4,19,1056,13.6,4,false,2025-06-02,5
UD11587,W2100,2025-06-07,2,6,419,13.6,1,true,2025-06-02,6
UD11588,W2100,2025-06-08,1,4,247,13.9,1,true,2025-06-02,0
UD11589,W2100,2025-06-09,2,11,631,14.0,2,false,2025-06-09,1
UD11590,W2100,2025-06-10,4,19,873,14.3,2,false,2025-06-09,2
UD11591,W2100,2025-06-11,2,10,694,14.5,2,false,2025-06-09,3
UD11592,W2100,2025-06-12,4,15,1070,14.1,2,false,2025-06-09,4
UD11593,W2100,2025-06-13,3,13,765,13.2,3,false,2025-06-09,5
UD11594,W2100,2025-06-14,3,7,488,14.1,1,true,2025-06-09,6
UD11595,W2100,2025-06-15,1,4,210,14.3,1,true,2025-06-09,0
UD11596,W2100,2025-06-16,2,11,824,14.8,3,false,2025-06-16,1
UD11597,W2100,2025-06-17,4,21,987,14.2,6,false,2025-06-16,2
UD11598,W2100,2025-06-18,2,13,863,16.2,3,false,2025-06-16,3
UD11599,W2100,2025-06-19,3,14,730,14.9,2,false,2025-06-16,4
UD11600,W2100,2025-06-20,3,14,713,15.7,3,false,2025-06-16,5
UD11601,W2100,2025-06-21,2,6,359,16.1,1,true,2025-06-16,6
UD11602,W2100,2025-06-22,1,4,288,14.0,1,true,2025-06-16,0
UD11603,W2100,2025-06-23,4,14,943,15.9,2,false,2025-06-23,1
UD11604,W2100,2025-06-24,2,10,673,13.9,3,false,2025-06-23,2
UD11605,W2100,2025-06-25,4,19,1170,15.0,3,false,2025-06-23,3
UD11606,W2100,2025-06-26,3,16,1130,16.4,3,false,2025-06-23,4
UD11607,W2100,2025-06-27,2,12,828,16.2,2,false,2025-06-23,5
UD11608,W2100,2025-06-28,2,6,416,17.4,1,true,2025-06-23,6
UD11609,W2100,2025-06-29,2,6,285,15.5,1,true,2025-06-23,0
UD11610,W2100,2025-06-30,3,15,877,17.3,3,false,2025-06-30,1
UD11611,W2101,2025-06-01,4,11,702,62.6,1,true,2025-05-26,0
UD11612,W2101,2025-06-02,6,32,1657,63.4,6,false,2025-06-02,1
UD11613,W2101,2025-06-03,5,26,1468,63.4,4,false,2025-06-02,2
UD11614,W2101,2025-06-04,4,27,1990,63.7,4,false,2025-06-02,3
UD11615,W2101,2025-06-05,6,31,2144,63.4,8,false,2025-06-02,4
UD11616,W2101,2025-06-06,5,30,2070,64.0,8,false,2025-06-02,5
UD11617,W2101,2025-06-07,4,15,757,63.8,3,true,2025-06-02,6
UD11618,W2101,2025-06-08,2,10,750,63.0,2,true,2025-06-02,0
UD11619,W2101,2025-06-09,5,23,1107,63.3,3,false,2025-06-09,1
UD11620,W2101,2025-06-10,4,27,1814,64.3,4,false,2025-06-09,2
UD11621,W2101,2025-06-11,4,26,1923,63.4,5,false,2025-06-09,3
UD11622,W2101,2025-06-12,5,25,1428,65.2,5,false,2025-06-09,4
UD11623,W2101,2025-06-13,4,24,1802,64.2,4,false,2025-06-09,5
UD11624,W2101,2025-06-14,4,13,1007,64.2,2,true,2025-06-09,6
UD11625,W2101,2025-06-15,3,12,532,65.2,3,true,2025-06-09,0
UD11626,W2101,2025-06-16,5,29,1693,65.3,6,false,2025-06-16,1
UD11627,W2101,2025-06-17,5,34,2210,65.2,7,false,2025-06-16,2
UD11628,W2101,2025-06-18,4,26,1810,64.9,7,false,2025-06-16,3
UD11629,W2101,2025-06-19,6,28,1676,65.6,6,false,2025-06-16,4
UD11630,W2101,2025-06-20,5,25,1436,65.3,5,false,2025-06-16,5
UD11631,W2101,2025-06-21,2,10,692,65.6,2,true,2025-06-16,6
UD11632,W2101,2025-06-22,2,9,530,65.0,2,true,2025-06-16,0
UD11633,W2101,2025-06-23,5,26,1494,66.0,6,false,2025-06-23,1
UD11634,W2101,2025-06-24,3,25,1062,65.7,6,false,2025-06-23,2
UD11635,W2101,2025-06-25,3,22,1043,67.0,3,false,2025-06-23,3
UD11636,W2101,2025-06-26,4,26,1658,67.2,7,false,2025-06-23,4
UD11637,W2101,2025-06-27,4,23,1157,66.9,3,false,2025-06-23,5
UD11638,W2101,2025-06-28,4,14,1006,66.7,3,true,2025-06-23,6
UD11639,W2101,2025-06-29,2,9,492,66.8,2,true,2025-06-23,0
UD11640,W2101,2025-06-30,5,23,1256,66.9,5,false,2025-06-30,1
UD11641,W2102,2025-06-01,0,6,192,29.4,1,true,2025-05-26,0
UD11642,W2102,2025-06-02,3,21,649,29.8,3,false,2025-06-02,1
UD11643,W2102,2025-06-03,1,15,679,29.7,4,false,2025-06-02,2
UD11644,W2102,2025-06-04,2,19,851,30.7,4,false,2025-06-02,3
UD11645,W2102,2025-06-05,1,15,564,29.8,2,false,2025-06-02,4
UD11646,W2102,2025-06-06,2,18,733,30.1,4,false,2025-06-02,5
UD11647,W2102,2025-06-07,1,8,252,30.5,2,true,2025-06-02,6
UD11648,W2102,2025-06-08,0,6,259,30.0,1,true,2025-06-02,0
UD11649,W2102,2025-06-09,3,20,756,31.0,5,false,2025-06-09,1
UD11650,W2102,2025-06-10,1,16,705,30.6,3,false,2025-06-09,2
UD11651,W2102,2025-06-11,2,20,854,31.2,5,false,2025-06-09,3
UD11652,W2102,2025-06-12,2,18,628,31.6,5,false,2025-06-09,4
UD11653,W2102,2025-06-13,2,17,576,31.5,4,false,2025-06-09,5
UD11654,W2102,2025-06-14,2,9,341,32.3,2,true,2025-06-09,6
UD11655,W2102,2025-06-15,2,9,254,30.8,2,true,2025-06-09,0
UD11656,W2102,2025-06-16,1,15,687,31.8,3,false,2025-06-16,1
UD11657,W2102,2025-06-17,1,17,618,32.3,4,false,2025-06-16,2
UD11658,W2102,2025-06-18,1,16,712,32.6,4,false,2025-06-16,3
UD11659,W2102,2025-06-19,3,22,618,31.7,3,false,2025-06-16,4
UD11660,W2102,2025-06-20,2,18,781,32.1,3,false,2025-06-16,5
UD11661,W2102,2025-06-21,0,6,151,32.1,1,true,2025-06-16,6
UD11662,W2102,2025-06-22,2,10,358,32.6,2,true,2025-06-16,0
UD11663,W2102,2025-06-23,1,14,480,31.5,3,false,2025-06-23,1
UD11664,W2102,2025-06-24,2,19,550,33.5,3,false,2025-06-23,2
UD11665,W2102,2025-06-25,3,21,704,33.1,4,false,2025-06-23,3
UD11666,W2102,2025-06-26,1,15,560,33.5,3,false,2025-06-23,4
UD11667,W2102,2025-06-27,1,15,512,33.4,3,false,2025-06-23,5
UD11668,W2102,2025-06-28,1,7,267,33.5,1,true,2025-06-23,6
UD11669,W2102,2025-06-29,1,8,320,32.7,2,true,2025-06-23,0
UD11670,W2102,2025-06-30,1,13,534,32.6,3,false,2025-06-30,1
UD11671,W2103,2025-06-01,6,16,947,65.7,3,true,2025-05-26,0
UD11672,W2103,2025-06-02,7,36,1783,64.9,10,false,2025-06-02,1
UD11673,W2103,2025-06-03,7,42,2397,65.6,5,false,2025-06-02,2
UD11674,W2103,2025-06-04,8,32,1509,65.5,5,false,2025-06-02,3
UD11675,W2103,2025-06-05,8,36,2715,65.4,10,false,2025-06-02,4
UD11676,W2103,2025-06-06,8,34,1826,66.3,7,false,2025-06-02,5
UD11677,W2103,2025-06-07,5,15,1016,66.1,3,true,2025-06-02,6
UD11678,W2103,2025-06-08,4,13,773,66.1,3,true,2025-06-02,0
UD11679,W2103,2025-06-09,8,36,2653,66.6,8,false,2025-06-09,1
UD11680,W2103,2025-06-10,8,42,2568,65.7,8,false,2025-06-09,2
UD11681,W2103,2025-06-11,7,33,1899,66.4,9,false,2025-06-09,3
UD11682,W2103,2025-06-12,8,40,2994,67.1,10,false,2025-06-09,4
UD11683,W2103,2025-06-13,8,39,2893,66.6,8,false,2025-06-09,5
UD11684,W2103,2025-06-14,5,14,808,67.8,3,true,2025-06-09,6
UD11685,W2103,2025-06-15,6,15,932,66.4,4,true,2025-06-09,0
UD11686,W2103,2025-06-16,7,38,1960,67.6,8,false,2025-06-16,1
UD11687,W2103,2025-06-17,7,34,1703,66.0,6,false,2025-06-16,2
UD11688,W2103,2025-06-18,6,28,2005,68.2,5,false,2025-06-16,3
UD11689,W2103,2025-06-19,7,36,2300,66.8,9,false,2025-06-16,4
UD11690,W2103,2025-06-20,7,30,1711,68.0,4,false,2025-06-16,5
UD11691,W2103,2025-06-21,3,11,501,67.2,1,true,2025-06-16,6
UD11692,W2103,2025-06-22,5,13,983,67.6,2,true,2025-06-16,0
UD11693,W2103,2025-06-23,9,40,1815,67.8,7,false,2025-06-23,1
UD11694,W2103,2025-06-24,7,42,1941,68.5,6,false,2025-06-23,2
UD11695,W2103,2025-06-25,7,41,1792,69.5,10,false,2025-06-23,3
UD11696,W2103,2025-06-26,7,32,1757,69.8,7,false,2025-06-23,4
UD11697,W2103,2025-06-27,8,37,2703,67.7,6,false,2025-06-23,5
UD11698,W2103,2025-06-28,4,13,681,68.9,2,true,2025-06-23,6
UD11699,W2103,2025-06-29,5,14,695,67.9,3,true,2025-06-23,0
UD11700,W2103,2025-06-30,8,29,1853,70.2,7,false,2025-06-30,1
UD11701,W2104,2025-06-01,4,14,659,27.9,4,true,2025-05-26,0
UD11702,W2104,2025-06-02,3,21,1506,27.5,6,false,2025-06-02,1
UD11703,W2104,2025-06-03,5,31,1925,27.3,8,false,2025-06-02,2
UD11704,W2104,2025-06-04,4,28,1199,27.4,4,false,2025-06-02,3
UD11705,W2104,2025-06-05,5,31,1531,28.1,6,false,2025-06-02,4
UD11706,W2104,2025-06-06,4,25,1457,28.2,6,false,2025-06-02,5
UD11707,W2104,2025-06-07,3,10,732,28.8,3,true,2025-06-02,6
UD11708,W2104,2025-06-08,4,14,1068,29.4,2,true,2025-06-02,0
UD11709,W2104,2025-06-09,5,28,1743,28.8,4,false,2025-06-09,1
UD11710,W2104,2025-06-10,5,26,1278,28.4,4,false,2025-06-09,2
UD11711,W2104,2025-06-11,4,30,2007,28.8,8,false,2025-06-09,3
UD11712,W2104,2025-06-12,5,28,1813,29.6,5,false,2025-06-09,4
UD11713,W2104,2025-06-13,4,23,1517,28.2,4,false,2025-06-09,5
UD11714,W2104,2025-06-14,1,8,580,28.7,2,true,2025-06-09,6
UD11715,W2104,2025-06-15,1,7,345,28.6,2,true,2025-06-09,0
UD11716,W2104,2025-06-16,4,20,1068,29.5,3,false,2025-06-16,1
UD11717,W2104,2025-06-17,4,29,1265,28.4,7,false,2025-06-16,2
UD11718,W2104,2025-06-18,5,32,2166,30.8,7,false,2025-06-16,3
UD11719,W2104,2025-06-19,3,19,1001,30.5,5,false,2025-06-16,4
UD11720,W2104,2025-06-20,4,26,1140,30.5,6,false,2025-06-16,5
UD11721,W2104,2025-06-21,3,11,646,30.7,2,true,2025-06-16,6
UD11722,W2104,2025-06-22,4,11,519,30.5,2,true,2025-06-16,0
UD11723,W2104,2025-06-23,5,30,1313,29.4,4,false,2025-06-23,1
UD11724,W2104,2025-06-24,3,24,1657,30.9,3,false,2025-06-23,2
UD11725,W2104,2025-06-25,5,32,2336,32.3,5,false,2025-06-23,3
UD11726,W2104,2025-06-26,5,31,2163,32.4,7,false,2025-06-23,4
UD11727,W2104,2025-06-27,4,21,923,32.4,3,false,2025-06-23,5
UD11728,W2104,2025-06-28,3,11,695,31.2,1,true,2025-06-23,6
UD11729,W2104,2025-06-29,3,12,660,32.8,2,true,2025-06-23,0
UD11730,W2104,2025-06-30,3,23,1151,31.3,4,false,2025-06-30,1
UD11731,W2105,2025-06-01,3,12,754,51.6,3,true,2025-05-26,0
UD11732,W2105,2025-06-02,4,22,1418,51.8,4,false,2025-06-02,1
UD11733,W2105,2025-06-03,6,39,2204,52.0,6,false,2025-06-02,2
UD11734,W2105,2025-06-04,6,33,1897,52.6,9,false,2025-06-02,3
UD11735,W2105,2025-06-05,6,28,1298,53.3,6,false,2025-06-02,4
UD11736,W2105,2025-06-06,5,28,1302,53.2,5,false,2025-06-02,5
UD11737,W2105,2025-06-07,3,11,495,53.7,2,true,2025-06-02,6
UD11738,W2105,2025-06-08,3,11,630,52.5,2,true,2025-06-02,0
UD11739,W2105,2025-06-09,5,26,1118,52.9,4,false,2025-06-09,1
UD11740,W2105,2025-06-10,6,32,1943,54.3,7,false,2025-06-09,2
UD11741,W2105,2025-06-11,5,25,1399,53.7,6,false,2025-06-09,3
UD11742,W2105,2025-06-12,6,29,1400,54.4,6,false,2025-06-09,4
UD11743,W2105,2025-06-13,4,21,1546,53.1,6,false,2025-06-09,5
UD11744,W2105,2025-06-14,2,9,611,53.6,2,true,2025-06-09,6
UD11745,W2105,2025-06-15,4,14,770,53.2,2,true,2025-06-09,0
UD11746,W2105,2025-06-16,4,26,1380,53.6,7,false,2025-06-16,1
UD11747,W2105,2025-06-17,6,31,2111,53.1,5,false,2025-06-16,2
UD11748,W2105,2025-06-18,6,28,1776,54.7,6,false,2025-06-16,3
UD11749,W2105,2025-06-19,4,22,1456,53.8,6,false,2025-06-16,4
UD11750,W2105,2025-06-20,6,30,2194,55.1,4,false,2025-06-16,5
UD11751,W2105,2025-06-21,4,14,923,54.2,3,true,2025-06-16,6
UD11752,W2105,2025-06-22,3,12,731,54.8,3,true,2025-06-16,0
UD11753,W2105,2025-06-23,5,28,1997,55.3,4,false,2025-06-23,1
UD11754,W2105,2025-06-24,6,28,1347,56.3,6,false,2025-06-23,2
UD11755,W2105,2025-06-25,4,24,1505,55.7,6,false,2025-06-23,3
UD11756,W2105,2025-06-26,4,22,946,54.3,4,false,2025-06-23,4
UD11757,W2105,2025-06-27,6,26,1483,57.2,6,false,2025-06-23,5
UD11758,W2105,2025-06-28,4,14,941,55.3,4,true,2025-06-23,6
UD11759,W2105,2025-06-29,4,14,1027,55.9,2,true,2025-06-23,0
UD11760,W2105,2025-06-30,5,27,1324,56.9,6,false,2025-06-30,1
UD11761,W2106,2025-06-01,1,8,499,39.2,2,true,2025-05-26,0
UD11762,W2106,2025-06-02,5,28,1888,39.6,8,false,2025-06-02,1
UD11763,W2106,2025-06-03,3,22,1315,40.0,4,false,2025-06-02,2
UD11764,W2106,2025-06-04,2,18,973,40.6,4,false,2025-06-02,3
UD11765,W2106,2025-06-05,3,22,1617,40.4,6,false,2025-06-02,4
UD11766,W2106,2025-06-06,3,21,964,40.2,3,false,2025-06-02,5
UD11767,W2106,2025-06-07,3,10,752,40.7,1,true,2025-06-02,6
UD11768,W2106,2025-06-08,3,12,685,40.6,2,true,2025-06-02,0
UD11769,W2106,2025-06-09,3,22,973,40.8,3,false,2025-06-09,1
UD11770,W2106,2025-06-10,4,23,1268,40.5,3,false,2025-06-09,2
UD11771,W2106,2025-06-11,4,27,1957,40.9,4,false,2025-06-09,3
UD11772,W2106,2025-06-12,3,19,1296,41.2,3,false,2025-06-09,4
UD11773,W2106,2025-06-13,4,22,1529,42.3,6,false,2025-06-09,5
UD11774,W2106,2025-06-14,1,8,492,40.2,1,true,2025-06-09,6
UD11775,W2106,2025-06-15,1,8,390,41.5,1,true,2025-06-09,0
UD11776,W2106,2025-06-16,4,25,1722,42.4,6,false,2025-06-16,1
UD11777,W2106,2025-06-17,3,20,1452,41.4,5,false,2025-06-16,2
UD11778,W2106,2025-06-18,5,33,1506,41.8,7,false,2025-06-16,3
UD11779,W2106,2025-06-19,3,21,1511,42.3,3,false,2025-06-16,4
UD11780,W2106,2025-06-20,5,30,1474,41.1,5,false,2025-06-16,5
UD11781,W2106,2025-06-21,2,9,403,42.8,2,true,2025-06-16,6
UD11782,W2106,2025-06-22,3,13,880,44.1,3,true,2025-06-16,0
UD11783,W2106,2025-06-23,4,24,1257,43.2,4,false,2025-06-23,1
UD11784,W2106,2025-06-24,3,21,1141,44.6,4,false,2025-06-23,2
UD11785,W2106,2025-06-25,2,20,1111,43.9,5,false,2025-06-23,3
UD11786,W2106,2025-06-26,4,22,1563,42.5,5,false,2025-06-23,4
UD11787,W2106,2025-06-27,2,18,863,44.4,5,false,2025-06-23,5
