ticket_id,account_id,account_name,segment,region,billing_country,plan_name,plan_family,support_tier,workspace_id,workspace_name,environment_tier,opened_by_user_id,opened_at,first_response_at,resolved_at,priority,category,ticket_status,csat_score,first_response_minutes,resolution_minutes,response_sla_minutes,met_response_sla,is_open_ticket,ticket_age_days,opened_month,resolved_month
T10242,A1069,Bright Foods,enterprise,NA,CA,Enterprise Annual,enterprise,premium,W2154,bright-core,prod,U3687,2025-05-27 21:08:15,2025-05-27 22:54:15,2025-05-30 00:56:15,medium,model_error,resolved,4,106,3108,240,true,false,3,2025-05-01,2025-05-01
T10243,A1069,Bright Foods,enterprise,NA,CA,Enterprise Annual,enterprise,premium,W2154,bright-core,prod,U3689,2025-05-24 15:21:59,2025-05-24 17:44:59,2025-05-27 00:32:59,medium,permissions,resolved,4,143,3431,240,true,false,3,2025-05-01,2025-05-01
T10244,A1069,Bright Foods,enterprise,NA,CA,Enterprise Annual,enterprise,premium,W2156,bright-finance,prod,U3683,2025-05-23 06:52:09,2025-05-23 07:17:09,2025-05-26 07:05:09,high,api_limit,resolved,5,25,4333,60,true,false,3,2025-05-01,2025-05-01
T10247,A1071,Evergreen Group,mid_market,NA,CA,Enterprise Monthly,enterprise,premium,W2159,evergreen-ops,prod,U3710,2025-06-09 13:53:32,2025-06-09 14:30:32,2025-06-12 13:21:32,high,dashboard_filter,resolved,3,37,4288,60,true,false,3,2025-06-01,2025-06-01
T10249,A1072,Summit Ventures,enterprise,NA,US,Enterprise Annual,enterprise,premium,W2161,summit-core,prod,U3732,2025-04-22 21:15:26,2025-04-23 04:28:26,2025-04-24 17:12:26,low,sso,resolved,5,433,2637,1440,true,false,2,2025-04-01,2025-04-01
T10250,A1072,Summit Ventures,enterprise,NA,US,Enterprise Annual,enterprise,premium,W2162,summit-ops,prod,U3718,2025-05-03 13:30:01,2025-05-03 13:35:01,2025-05-05 02:07:01,urgent,data_freshness,resolved,4,5,2197,30,true,false,2,2025-05-01,2025-05-01
T10251,A1072,Summit Ventures,enterprise,NA,US,Enterprise Annual,enterprise,premium,W2161,summit-core,prod,U3722,2025-05-11 22:46:00,2025-05-12 04:53:00,2025-05-13 10:00:00,low,performance,resolved,3,367,2114,1440,true,false,2,2025-05-01,2025-05-01
T10252,A1072,Summit Ventures,enterprise,NA,US,Enterprise Annual,enterprise,premium,W2163,summit-finance,sandbox,U3731,2025-04-19 18:20:42,2025-04-19 18:32:42,2025-04-21 21:56:42,high,performance,resolved,3,12,3096,60,true,false,2,2025-04-01,2025-04-01
T10253,A1073,Silver Holdings,mid_market,EMEA,DE,Enterprise Monthly,enterprise,premium,W2165,silver-ops,prod,U3735,2025-06-01 20:03:30,2025-06-01 22:33:30,2025-06-04 14:08:30,medium,dashboard_filter,resolved,3,150,3965,240,true,false,3,2025-06-01,2025-06-01
T10254,A1073,Silver Holdings,mid_market,EMEA,DE,Enterprise Monthly,enterprise,premium,W2165,silver-ops,prod,U3736,2025-04-26 10:02:03,2025-04-26 10:45:03,2025-04-27 20:50:03,high,model_error,resolved,3,43,2088,60,true,false,1,2025-04-01,2025-04-01
T10255,A1073,Silver Holdings,mid_market,EMEA,DE,Enterprise Monthly,enterprise,premium,W2164,silver-core,prod,U3744,2025-05-31 00:53:17,2025-05-31 04:17:17,2025-06-02 14:36:17,medium,dashboard_filter,resolved,4,204,3703,240,true,false,2,2025-05-01,2025-06-01
T10256,A1073,Silver Holdings,mid_market,EMEA,DE,Enterprise Monthly,enterprise,premium,W2164,silver-core,prod,U3741,2025-05-06 08:30:20,2025-05-06 08:38:20,,urgent,billing,open,,8,,30,true,true,322,2025-05-01,
T10258,A1074,Granite Analytics,mid_market,NA,CA,Growth Monthly,growth,priority,W2168,granite-finance,prod,U3753,2025-05-26 23:28:41,2025-05-27 02:42:41,2025-05-28 02:31:41,medium,permissions,resolved,3,194,1623,240,true,false,2,2025-05-01,2025-05-01
T10259,A1074,Granite Analytics,mid_market,NA,CA,Growth Monthly,growth,priority,W2167,granite-ops,prod,U3755,2025-05-02 14:30:12,2025-05-02 17:28:12,2025-05-04 18:59:12,medium,api_limit,resolved,4,178,3149,240,true,false,2,2025-05-01,2025-05-01
T10260,A1074,Granite Analytics,mid_market,NA,CA,Growth Monthly,growth,priority,W2168,granite-finance,prod,U3756,2025-06-05 16:39:10,2025-06-06 05:34:10,,low,performance,in_progress,,775,,1440,true,true,292,2025-06-01,
T10261,A1074,Granite Analytics,mid_market,NA,CA,Growth Monthly,growth,priority,W2166,granite-core,prod,U3754,2025-05-18 22:50:16,2025-05-19 07:18:16,2025-05-20 12:59:16,low,dashboard_filter,resolved,3,508,2289,1440,true,false,2,2025-05-01,2025-05-01
T10262,A1075,Cedar Labs,smb,EMEA,UK,Starter Monthly,starter,standard,W2169,cedar-core,prod,U3763,2025-04-23 03:07:18,2025-04-23 15:25:18,2025-04-26 14:50:18,low,api_limit,resolved,4,738,5023,1440,true,false,3,2025-04-01,2025-04-01
T10263,A1076,Atlas Solutions,mid_market,EMEA,UK,Growth Monthly,growth,priority,W2171,atlas-ops,prod,U3772,2025-06-11 21:33:07,2025-06-12 02:46:07,2025-06-14 01:02:07,low,model_error,resolved,5,313,3089,1440,true,false,3,2025-06-01,2025-06-01
T10264,A1076,Atlas Solutions,mid_market,EMEA,UK,Growth Monthly,growth,priority,W2170,atlas-core,prod,U3777,2025-05-12 14:12:11,2025-05-12 16:48:11,,medium,sso,open,,156,,240,true,true,316,2025-05-01,
T10266,A1077,Evergreen Foods,mid_market,NA,CA,Growth Monthly,growth,priority,W2173,evergreen-ops,prod,U3782,2025-05-18 22:13:07,2025-05-18 22:33:07,2025-05-20 14:40:07,urgent,data_freshness,resolved,5,20,2427,30,true,false,2,2025-05-01,2025-05-01
T10267,A1077,Evergreen Foods,mid_market,NA,CA,Growth Monthly,growth,priority,W2172,evergreen-core,prod,U3788,2025-05-23 00:58:58,2025-05-23 01:13:58,2025-05-23 22:55:58,urgent,dashboard_filter,resolved,5,15,1317,30,true,false,0,2025-05-01,2025-05-01
T10268,A1077,Evergreen Foods,mid_market,NA,CA,Growth Monthly,growth,priority,W2173,evergreen-ops,prod,U3789,2025-06-16 00:24:24,2025-06-16 02:02:24,2025-06-16 17:25:24,medium,model_error,resolved,2,98,1021,240,true,false,0,2025-06-01,2025-06-01
T10270,A1078,Beacon Foods,mid_market,EMEA,FR,Growth Monthly,growth,priority,W2175,beacon-core,prod,U3799,2025-05-29 05:30:26,2025-05-29 16:32:26,2025-05-30 12:09:26,low,performance,resolved,4,662,1839,1440,true,false,1,2025-05-01,2025-05-01
T10272,A1078,Beacon Foods,mid_market,EMEA,FR,Growth Monthly,growth,priority,W2176,beacon-ops,prod,U3798,2025-04-21 00:49:12,2025-04-21 10:24:12,,low,data_freshness,open,,575,,1440,true,true,337,2025-04-01,
T10273,A1078,Beacon Foods,mid_market,EMEA,FR,Growth Monthly,growth,priority,W2176,beacon-ops,prod,U3798,2025-04-13 10:25:24,2025-04-13 13:29:24,2025-04-16 02:38:24,medium,performance,resolved,4,184,3853,240,true,false,3,2025-04-01,2025-04-01
T10274,A1079,Nova Foods,enterprise,EMEA,FR,Enterprise Annual,enterprise,premium,W2178,nova-core,prod,U3822,2025-05-05 14:26:20,2025-05-05 14:42:20,2025-05-06 05:24:20,high,billing,resolved,4,16,898,60,true,false,1,2025-05-01,2025-05-01
T10275,A1079,Nova Foods,enterprise,EMEA,FR,Enterprise Annual,enterprise,premium,W2179,nova-ops,prod,U3811,2025-04-18 07:31:50,2025-04-18 08:53:50,2025-04-19 22:34:50,medium,dashboard_filter,resolved,4,82,2343,240,true,false,1,2025-04-01,2025-04-01
T10277,A1079,Nova Foods,enterprise,EMEA,FR,Enterprise Annual,enterprise,premium,W2181,nova-marketing,prod,U3812,2025-04-18 10:04:57,2025-04-18 11:44:57,2025-04-20 11:15:57,medium,performance,resolved,4,100,2951,240,true,false,2,2025-04-01,2025-04-01
T10278,A1079,Nova Foods,enterprise,EMEA,FR,Enterprise Annual,enterprise,premium,W2181,nova-marketing,prod,U3818,2025-06-02 08:36:25,2025-06-02 08:51:25,2025-06-04 13:51:25,urgent,sso,resolved,2,15,3195,30,true,false,2,2025-06-01,2025-06-01
T10279,A1079,Nova Foods,enterprise,EMEA,FR,Enterprise Annual,enterprise,premium,W2180,nova-finance,prod,U3818,2025-04-28 22:11:35,2025-04-28 22:43:35,2025-05-01 10:54:35,high,data_freshness,resolved,4,32,3643,60,true,false,3,2025-04-01,2025-05-01
T10280,A1079,Nova Foods,enterprise,EMEA,FR,Enterprise Annual,enterprise,premium,W2180,nova-finance,prod,U3805,2025-05-18 02:26:56,2025-05-18 04:01:56,2025-05-20 16:37:56,medium,api_limit,resolved,4,95,3731,240,true,false,2,2025-05-01,2025-05-01
T10281,A1080,Beacon Global,mid_market,EMEA,NL,Growth Monthly,growth,priority,W2182,beacon-core,prod,U3834,2025-06-03 01:28:26,2025-06-03 02:25:26,2025-06-05 18:14:26,high,permissions,resolved,4,57,3886,60,true,false,2,2025-06-01,2025-06-01
T10282,A1080,Beacon Global,mid_market,EMEA,NL,Growth Monthly,growth,priority,W2182,beacon-core,prod,U3834,2025-06-07 21:38:41,2025-06-08 12:53:41,2025-06-08 18:48:41,low,api_limit,resolved,3,915,1270,1440,true,false,1,2025-06-01,2025-06-01
T10283,A1080,Beacon Global,mid_market,EMEA,NL,Growth Monthly,growth,priority,W2182,beacon-core,prod,U3832,2025-06-22 16:11:06,2025-06-22 19:39:06,2025-06-24 02:22:06,medium,api_limit,resolved,5,208,2051,240,true,false,2,2025-06-01,2025-06-01
T10284,A1080,Beacon Global,mid_market,EMEA,NL,Growth Monthly,growth,priority,W2182,beacon-core,prod,U3828,2025-04-17 10:23:21,2025-04-17 19:17:21,,low,sso,open,,534,,1440,true,true,341,2025-04-01,
T10285,A1080,Beacon Global,mid_market,EMEA,NL,Growth Monthly,growth,priority,W2183,beacon-ops,prod,U3831,2025-05-13 12:25:09,2025-05-13 13:45:09,,medium,data_freshness,in_progress,,80,,240,true,true,315,2025-05-01,
T10286,A1081,River Collective,mid_market,NA,CA,Enterprise Monthly,enterprise,premium,W2185,river-ops,sandbox,U3837,2025-04-07 20:11:07,2025-04-08 06:55:07,2025-04-10 15:13:07,low,permissions,resolved,4,644,4022,1440,true,false,3,2025-04-01,2025-04-01
T10287,A1081,River Collective,mid_market,NA,CA,Enterprise Monthly,enterprise,premium,W2186,river-finance,prod,U3840,2025-06-22 02:52:23,2025-06-22 04:17:23,,medium,api_limit,in_progress,,85,,240,true,true,275,2025-06-01,
T10288,A1081,River Collective,mid_market,NA,CA,Enterprise Monthly,enterprise,premium,W2184,river-core,prod,U3835,2025-05-04 08:03:18,2025-05-04 08:48:18,2025-05-07 05:25:18,high,model_error,resolved,3,45,4162,60,true,false,3,2025-05-01,2025-05-01
T10290,A1082,Summit Manufacturing,mid_market,NA,US,Starter Monthly,starter,standard,W2187,summit-core,prod,U3845,2025-04-26 04:10:30,2025-04-26 04:35:30,,urgent,permissions,open,,25,,30,true,true,332,2025-04-01,
T10291,A1082,Summit Manufacturing,mid_market,NA,US,Starter Monthly,starter,standard,W2187,summit-core,prod,U3850,2025-05-03 16:55:51,2025-05-03 19:47:51,2025-05-06 07:56:51,medium,api_limit,resolved,2,172,3781,240,true,false,3,2025-05-01,2025-05-01
T10292,A1082,Summit Manufacturing,mid_market,NA,US,Starter Monthly,starter,standard,W2187,summit-core,prod,U3850,2025-05-31 23:21:35,2025-06-01 02:21:35,,medium,data_freshness,open,,180,,240,true,true,297,2025-05-01,
T10295,A1082,Summit Manufacturing,mid_market,NA,US,Starter Monthly,starter,standard,W2187,summit-core,prod,U3846,2025-04-08 08:09:08,2025-04-08 08:31:08,2025-04-10 23:15:08,urgent,dashboard_filter,resolved,3,22,3786,30,true,false,2,2025-04-01,2025-04-01
T10296,A1083,Falcon Works,mid_market,NA,CA,Growth Monthly,growth,priority,W2188,falcon-core,prod,U3853,2025-05-04 09:35:24,2025-05-04 10:11:24,2025-05-06 17:30:24,high,permissions,resolved,2,36,3355,60,true,false,2,2025-05-01,2025-05-01
T10297,A1083,Falcon Works,mid_market,NA,CA,Growth Monthly,growth,priority,W2188,falcon-core,prod,U3855,2025-04-09 10:56:04,2025-04-09 17:13:04,2025-04-11 20:22:04,low,model_error,resolved,5,377,3446,1440,true,false,2,2025-04-01,2025-04-01
T10298,A1083,Falcon Works,mid_market,NA,CA,Growth Monthly,growth,priority,W2189,falcon-ops,sandbox,U3857,2025-06-01 02:05:06,2025-06-01 05:07:06,2025-06-03 17:10:06,medium,dashboard_filter,resolved,4,182,3785,240,true,false,2,2025-06-01,2025-06-01
T10299,A1083,Falcon Works,mid_market,NA,CA,Growth Monthly,growth,priority,W2188,falcon-core,prod,U3855,2025-06-03 04:49:20,2025-06-03 13:53:20,2025-06-05 19:20:20,low,data_freshness,resolved,4,544,3751,1440,true,false,2,2025-06-01,2025-06-01
T10300,A1084,Silver Foods,mid_market,NA,CA,Enterprise Monthly,enterprise,premium,W2190,silver-core,prod,U3867,2025-06-18 09:55:49,2025-06-18 10:33:49,2025-06-19 09:35:49,high,data_freshness,resolved,2,38,1420,60,true,false,1,2025-06-01,2025-06-01
T10301,A1084,Silver Foods,mid_market,NA,CA,Enterprise Monthly,enterprise,premium,W2190,silver-core,prod,U3867,2025-05-13 14:22:23,2025-05-13 16:44:23,,medium,sso,in_progress,,142,,240,true,true,315,2025-05-01,
T10302,A1084,Silver Foods,mid_market,NA,CA,Enterprise Monthly,enterprise,premium,W2191,silver-ops,prod,U3868,2025-04-22 00:50:58,2025-04-22 09:07:58,2025-04-24 22:10:58,low,api_limit,resolved,3,497,4160,1440,true,false,2,2025-04-01,2025-04-01
T10303,A1084,Silver Foods,mid_market,NA,CA,Enterprise Monthly,enterprise,premium,W2190,silver-core,prod,U3865,2025-05-29 10:44:27,2025-05-29 11:10:27,2025-05-30 20:20:27,high,performance,resolved,4,26,2016,60,true,false,1,2025-05-01,2025-05-01
T10304,A1085,Sierra Capital,smb,NA,US,Starter Monthly,starter,standard,W2192,sierra-core,prod,U3871,2025-04-20 14:06:05,2025-04-20 16:57:05,2025-04-23 13:10:05,medium,performance,resolved,3,171,4264,240,true,false,3,2025-04-01,2025-04-01
T10305,A1085,Sierra Capital,smb,NA,US,Starter Monthly,starter,standard,W2192,sierra-core,prod,U3870,2025-04-03 17:48:59,2025-04-03 22:12:59,2025-04-06 03:27:59,medium,api_limit,resolved,5,264,3459,240,false,false,3,2025-04-01,2025-04-01
T10306,A1086,River Labs,smb,EMEA,FR,Starter Monthly,starter,standard,W2193,river-core,prod,U3873,2025-04-19 20:41:58,2025-04-19 23:27:58,,medium,model_error,open,,166,,240,true,true,339,2025-04-01,
T10307,A1086,River Labs,smb,EMEA,FR,Starter Monthly,starter,standard,W2193,river-core,prod,U3873,2025-05-29 02:05:37,2025-05-29 02:16:37,2025-05-30 20:22:37,urgent,api_limit,resolved,3,11,2537,30,true,false,1,2025-05-01,2025-05-01
T10308,A1087,Apex Capital,enterprise,NA,CA,Growth Monthly,growth,priority,W2194,apex-core,prod,U3883,2025-04-21 22:37:01,2025-04-22 05:16:01,2025-04-22 10:16:01,low,dashboard_filter,resolved,5,399,699,1440,true,false,1,2025-04-01,2025-04-01
T10309,A1087,Apex Capital,enterprise,NA,CA,Growth Monthly,growth,priority,W2194,apex-core,prod,U3881,2025-04-08 17:15:56,2025-04-08 17:33:56,2025-04-10 22:19:56,high,model_error,resolved,4,18,3184,60,true,false,2,2025-04-01,2025-04-01
T10310,A1087,Apex Capital,enterprise,NA,CA,Growth Monthly,growth,priority,W2194,apex-core,prod,U3885,2025-06-08 20:44:26,2025-06-09 04:07:26,2025-06-09 16:30:26,low,api_limit,resolved,5,443,1186,1440,true,false,1,2025-06-01,2025-06-01
T10311,A1087,Apex Capital,enterprise,NA,CA,Growth Monthly,growth,priority,W2194,apex-core,prod,U3880,2025-04-21 23:15:42,2025-04-22 01:00:42,2025-04-23 20:09:42,medium,model_error,resolved,4,105,2694,240,true,false,2,2025-04-01,2025-04-01
T10312,A1087,Apex Capital,enterprise,NA,CA,Growth Monthly,growth,priority,W2194,apex-core,prod,U3881,2025-06-09 11:09:27,2025-06-09 11:36:27,2025-06-11 20:04:27,high,performance,resolved,4,27,3415,60,true,false,2,2025-06-01,2025-06-01
T10313,A1087,Apex Capital,enterprise,NA,CA,Growth Monthly,growth,priority,W2194,apex-core,prod,U3881,2025-05-04 23:27:49,2025-05-05 01:14:49,2025-05-07 07:08:49,medium,sso,resolved,4,107,3341,240,true,false,3,2025-05-01,2025-05-01
T10314,A1087,Apex Capital,enterprise,NA,CA,Growth Monthly,growth,priority,W2194,apex-core,prod,U3881,2025-06-07 12:39:10,2025-06-07 14:44:10,,medium,dashboard_filter,open,,125,,240,true,true,290,2025-06-01,
T10315,A1088,Cedar Partners,smb,APAC,NZ,Starter Monthly,starter,standard,W2195,cedar-core,prod,U3889,2025-05-16 00:23:16,2025-05-16 10:47:16,,low,model_error,in_progress,,624,,1440,true,true,312,2025-05-01,
T10317,A1089,Beacon Network,mid_market,NA,US,Growth Monthly,growth,priority,W2196,beacon-core,prod,U3904,2025-05-04 22:49:28,2025-05-05 14:46:28,2025-05-06 19:12:28,low,model_error,resolved,5,957,2663,1440,true,false,2,2025-05-01,2025-05-01
T10318,A1089,Beacon Network,mid_market,NA,US,Growth Monthly,growth,priority,W2196,beacon-core,prod,U3900,2025-04-16 04:01:09,2025-04-16 04:36:09,2025-04-17 07:11:09,urgent,dashboard_filter,resolved,5,35,1630,30,false,false,1,2025-04-01,2025-04-01
T10319,A1090,Vertex Labs,smb,NA,US,Starter Monthly,starter,standard,W2198,vertex-core,prod,U3906,2025-05-08 22:59:11,2025-05-08 23:26:11,,high,model_error,in_progress,,27,,60,true,true,320,2025-05-01,
T10320,A1090,Vertex Labs,smb,NA,US,Starter Monthly,starter,standard,W2198,vertex-core,prod,U3908,2025-05-17 20:56:55,2025-05-17 23:42:55,2025-05-19 02:05:55,medium,dashboard_filter,resolved,4,166,1749,240,true,false,2,2025-05-01,2025-05-01
T10013,A1004,Silver Solutions,enterprise,NA,US,Starter Monthly,starter,standard,W2011,silver-ops,sandbox,U3051,2025-06-18 04:56:20,2025-06-18 06:09:20,2025-06-18 14:53:20,medium,cancellation,resolved,1,73,597,120,true,false,0,2025-06-01,2025-06-01
T10015,A1004,Silver Solutions,enterprise,NA,US,Starter Monthly,starter,standard,W2010,silver-core,prod,U3048,2025-06-23 11:25:02,2025-06-23 11:50:02,2025-06-24 09:54:02,high,api_limit,resolved,4,25,1349,45,true,false,1,2025-06-01,2025-06-01
T10016,A1004,Silver Solutions,enterprise,NA,US,Starter Monthly,starter,standard,W2010,silver-core,prod,U3038,2025-06-25 11:34:31,2025-06-25 18:48:31,2025-06-26 15:51:31,low,data_freshness,resolved,5,434,1697,900,true,false,1,2025-06-01,2025-06-01
T10023,A1005,Pacific Labs,enterprise,EMEA,UK,Enterprise Annual,enterprise,premium,W2013,pacific-ops,prod,U3058,2025-06-21 06:12:16,2025-06-21 11:36:16,2025-06-22 20:33:16,low,sso,resolved,4,324,2301,900,true,false,1,2025-06-01,2025-06-01
T10118,A1037,Lighthouse Network,enterprise,EMEA,UK,Enterprise Monthly,enterprise,premium,W2076,lighthouse-ops,prod,U3341,2025-06-24 05:04:42,2025-06-24 05:24:42,2025-06-24 09:52:42,high,cancellation,resolved,4,20,288,45,true,false,0,2025-06-01,2025-06-01
T10142,A1043,Lighthouse Works,enterprise,APAC,SG,Enterprise Monthly,enterprise,premium,W2092,lighthouse-ops,sandbox,U3398,2025-06-19 16:19:48,2025-06-19 23:05:48,2025-06-21 18:35:48,low,permissions,resolved,3,406,3016,900,true,false,2,2025-06-01,2025-06-01
T10215,A1061,Atlas Capital,enterprise,EMEA,FR,Enterprise Monthly,enterprise,premium,W2137,atlas-ops,sandbox,U3602,2025-06-18 07:24:33,2025-06-18 08:38:33,,medium,data_freshness,in_progress,,74,,120,true,true,279,2025-06-01,
T10054,A1014,Evergreen Global,enterprise,APAC,SG,Growth Monthly,growth,priority,,,,U3138,2025-06-19 13:20:35,2025-06-19 15:12:35,2025-06-22 10:19:35,medium,cancellation,resolved,2,112,4139,120,true,false,3,2025-06-01,2025-06-01
T10003,A1001,Helio Systems,mid_market,EMEA,NL,Growth Monthly,growth,priority,,,,U3004,2025-04-17 11:06:01,2025-04-17 13:49:01,2025-04-17 20:43:01,medium,billing,resolved,4,163,577,240,true,false,0,2025-04-01,2025-04-01
T10008,A1003,Nova Ventures,enterprise,NA,US,Enterprise Annual,enterprise,premium,,,,U3030,2025-04-22 01:54:07,2025-04-22 04:59:07,2025-04-24 21:30:07,low,billing,resolved,5,185,4056,1440,true,false,2,2025-04-01,2025-04-01
T10009,A1003,Nova Ventures,enterprise,NA,US,Enterprise Annual,enterprise,premium,,,,U3035,2025-04-03 22:19:57,2025-04-03 22:33:57,2025-04-06 01:57:57,high,billing,resolved,5,14,3098,60,true,false,3,2025-04-01,2025-04-01
T10019,A1004,Silver Solutions,enterprise,NA,US,Starter Monthly,starter,standard,,,,U3051,2025-04-27 21:31:07,2025-04-28 03:43:07,,low,billing,open,,372,,1440,true,true,331,2025-04-01,
T10033,A1008,Pacific Works,mid_market,EMEA,UK,Enterprise Monthly,enterprise,premium,,,,U3078,2025-05-26 10:11:02,2025-05-26 17:11:02,2025-05-28 15:09:02,low,cancellation,resolved,4,420,3178,1440,true,false,2,2025-05-01,2025-05-01
T10064,A1016,BluePeak Capital,enterprise,EMEA,DE,Enterprise Annual,enterprise,premium,,,,U3166,2025-05-20 03:55:57,2025-05-20 04:43:57,,medium,billing,in_progress,,48,,240,true,true,308,2025-05-01,
T10071,A1018,Harbor Manufacturing,smb,EMEA,UK,Starter Monthly,starter,standard,,,,U3181,2025-04-12 20:00:56,2025-04-13 11:09:56,2025-04-15 08:04:56,low,billing,resolved,2,909,3604,1440,true,false,3,2025-04-01,2025-04-01
T10084,A1026,Pioneer Capital,smb,NA,CA,Starter Monthly,starter,standard,,,,U3225,2025-04-04 20:11:17,2025-04-04 20:53:17,2025-04-07 01:09:17,high,billing,resolved,5,42,3178,60,true,false,3,2025-04-01,2025-04-01
T10087,A1028,Apex Energy,mid_market,APAC,SG,Enterprise Monthly,enterprise,premium,,,,U3234,2025-04-10 23:34:55,2025-04-11 07:23:55,2025-04-11 09:43:55,low,billing,resolved,5,469,609,1440,true,false,1,2025-04-01,2025-04-01
T10090,A1029,Bright Labs,enterprise,APAC,NZ,Starter Monthly,starter,standard,,,,U3258,2025-04-29 14:01:39,2025-04-29 14:21:39,2025-05-01 11:13:39,urgent,cancellation,resolved,2,20,2712,30,true,false,2,2025-04-01,2025-05-01
T10096,A1030,Northwind Analytics,enterprise,EMEA,UK,Enterprise Monthly,enterprise,premium,,,,U3264,2025-04-03 04:55:38,2025-04-03 05:00:38,2025-04-05 07:17:38,urgent,billing,resolved,5,5,3022,30,true,false,2,2025-04-01,2025-04-01
T10100,A1031,Helio Holdings,mid_market,APAC,AU,Growth Monthly,growth,priority,,,,U3277,2025-04-02 02:00:43,2025-04-02 02:39:43,,high,billing,in_progress,,39,,60,true,true,356,2025-04-01,
T10104,A1032,Vertex Works,mid_market,EMEA,DE,Growth Monthly,growth,priority,,,,U3287,2025-06-13 02:13:43,2025-06-13 05:30:43,2025-06-15 14:40:43,medium,cancellation,resolved,3,197,3627,240,true,false,2,2025-06-01,2025-06-01
T10109,A1034,Helio Partners,smb,NA,CA,Starter Monthly,starter,standard,,,,U3302,2025-06-01 02:46:58,2025-06-01 03:27:58,2025-06-01 19:25:58,high,cancellation,resolved,4,41,999,60,true,false,0,2025-06-01,2025-06-01
T10114,A1035,Bright Retail,mid_market,EMEA,UK,Enterprise Monthly,enterprise,premium,,,,U3315,2025-05-03 08:46:16,2025-05-03 09:40:16,2025-05-06 08:18:16,high,cancellation,resolved,5,54,4292,60,true,false,3,2025-05-01,2025-05-01
T10125,A1039,Nova Group,smb,EMEA,FR,Starter Monthly,starter,standard,,,,U3352,2025-05-09 21:57:57,2025-05-10 03:39:57,2025-05-10 17:49:57,low,billing,resolved,5,342,1192,1440,true,false,1,2025-05-01,2025-05-01
T10126,A1039,Nova Group,smb,EMEA,FR,Starter Monthly,starter,standard,,,,U3353,2025-05-19 17:18:43,2025-05-19 17:49:43,2025-05-22 10:34:43,urgent,cancellation,resolved,5,31,3916,30,false,false,3,2025-05-01,2025-05-01
T10129,A1040,Harbor Collective,mid_market,APAC,SG,Enterprise Monthly,enterprise,premium,,,,U3357,2025-06-17 23:56:41,2025-06-18 00:16:41,2025-06-18 14:25:41,urgent,billing,resolved,2,20,869,30,true,false,1,2025-06-01,2025-06-01
T10136,A1042,Northwind Labs,mid_market,APAC,AU,Growth Monthly,growth,priority,,,,U3385,2025-05-24 00:41:22,2025-05-24 05:23:22,2025-05-24 15:55:22,medium,billing,resolved,3,282,914,240,false,false,0,2025-05-01,2025-05-01
T10139,A1042,Northwind Labs,mid_market,APAC,AU,Growth Monthly,growth,priority,,,,U3383,2025-05-25 13:20:05,2025-05-25 16:30:05,2025-05-27 19:01:05,medium,cancellation,resolved,4,190,3221,240,true,false,2,2025-05-01,2025-05-01
T10156,A1047,Orchid Global,enterprise,APAC,AU,Enterprise Annual,enterprise,premium,,,,U3438,2025-05-08 01:00:31,2025-05-08 05:18:31,2025-05-10 13:16:31,low,billing,resolved,4,258,3616,1440,true,false,2,2025-05-01,2025-05-01
T10157,A1047,Orchid Global,enterprise,APAC,AU,Enterprise Annual,enterprise,premium,,,,U3439,2025-05-07 11:11:19,2025-05-07 13:24:19,2025-05-09 16:38:19,medium,billing,resolved,5,133,3207,240,true,false,2,2025-05-01,2025-05-01
T10173,A1050,Cedar Energy,smb,APAC,JP,Starter Monthly,starter,standard,,,,U3489,2025-06-18 15:22:07,2025-06-18 18:17:07,,medium,billing,open,,175,,240,true,true,279,2025-06-01,
T10180,A1052,Sierra Labs,mid_market,APAC,NZ,Growth Monthly,growth,priority,,,,U3502,2025-05-25 00:00:55,2025-05-25 02:25:55,,medium,cancellation,in_progress,,145,,240,true,true,303,2025-05-01,
T10195,A1056,Delta Global,mid_market,APAC,AU,Growth Monthly,growth,priority,,,,U3552,2025-05-29 08:49:43,2025-05-29 11:19:43,2025-05-30 16:48:43,medium,billing,resolved,4,150,1919,240,true,false,1,2025-05-01,2025-05-01
T10200,A1057,Harbor Partners,enterprise,APAC,NZ,Enterprise Annual,enterprise,premium,,,,U3554,2025-05-26 18:25:27,2025-05-26 20:00:27,2025-05-29 04:45:27,medium,billing,resolved,3,95,3500,240,true,false,3,2025-05-01,2025-05-01
T10202,A1057,Harbor Partners,enterprise,APAC,NZ,Enterprise Annual,enterprise,premium,,,,U3566,2025-05-05 15:02:10,2025-05-05 16:09:10,,medium,billing,in_progress,,67,,240,true,true,323,2025-05-01,
T10205,A1058,Evergreen Analytics,smb,EMEA,UK,Starter Monthly,starter,standard,,,,U3567,2025-05-28 01:46:46,2025-05-28 02:20:46,2025-05-28 18:05:46,high,billing,resolved,4,34,979,60,true,false,0,2025-05-01,2025-05-01
T10213,A1060,Cedar Foods,mid_market,NA,CA,Growth Monthly,growth,priority,,,,U3588,2025-04-02 01:19:37,2025-04-02 05:35:37,2025-04-03 18:30:37,low,cancellation,resolved,4,256,2471,1440,true,false,1,2025-04-01,2025-04-01
T10217,A1061,Atlas Capital,enterprise,EMEA,FR,Enterprise Monthly,enterprise,premium,,,,U3611,2025-06-13 12:09:40,2025-06-13 13:41:40,2025-06-15 17:32:40,medium,cancellation,resolved,5,92,3203,240,true,false,2,2025-06-01,2025-06-01
